0,1,2,3,4,5,6,7,8,9,10
meat,other vegetables,canned beer,,,,,,,,
canned beer,shopping bags,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
pip fruit,pip fruit,,,,,,,,,
soda,flour,cocoa drinks,,,,,,,,
root vegetables,soft cheese,,,,,,,,,
chicken,dessert,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
soda,other vegetables,,,,,,,,,
rolls/buns,soda,citrus fruit,spread cheese,,,,,,,
pip fruit,sauces,,,,,,,,,
soda,herbs,canned beer,soda,seasonal products,dishes,yogurt,mayonnaise,flower (seeds),,
zwieback,white bread,,,,,,,,,
specialty bar,dessert,,,,,,,,,
pip fruit,white bread,sliced cheese,,,,,,,,
root vegetables,candles,,,,,,,,,
salty snack,brown bread,napkins,,,,,,,,
ham,canned beer,,,,,,,,,
tropical fruit,grapes,sugar,,,,,,,,
pork,tropical fruit,dessert,meat spreads,whole milk,,,,,,
yogurt,pip fruit,,,,,,,,,
red/blush wine,shopping bags,,,,,,,,,
domestic eggs,whole milk,rice,,,,,,,,
whole milk,whole milk,,,,,,,,,
other vegetables,detergent,mayonnaise,dishes,,,,,,,
beef,meat,,,,,,,,,
grapes,chocolate,,,,,,,,,
specialty chocolate,rolls/buns,,,,,,,,,
whole milk,whole milk,herbs,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
hamburger meat,tropical fruit,,,,,,,,,
sausage,curd,bottled water,frozen meals,,,,,,,
bottled water,soda,domestic eggs,jam,whole milk,,,,,,
candy,candy,,,,,,,,,
citrus fruit,cereals,,,,,,,,,
pasta,sausage,rolls/buns,root vegetables,flower (seeds),,,,,,
seasonal products,rolls/buns,,,,,,,,,
canned beer,rolls/buns,,,,,,,,,
beef,root vegetables,frozen potato products,butter,newspapers,,,,,,
rolls/buns,condensed milk,whole milk,soda,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,,
citrus fruit,whole milk,yogurt,canned beer,,,,,,,
canned beer,red/blush wine,,,,,,,,,
whole milk,pastry,,,,,,,,,
ice cream,waffles,,,,,,,,,
root vegetables,specialty bar,,,,,,,,,
frankfurter,soda,,,,,,,,,
berries,tropical fruit,whole milk,soda,,,,,,,
berries,grapes,onions,,,,,,,,
frankfurter,bottled beer,,,,,,,,,
pip fruit,napkins,shopping bags,,,,,,,,
sausage,specialty cheese,,,,,,,,,
other vegetables,curd,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
coffee,other vegetables,,,,,,,,,
beef,salty snack,,,,,,,,,
whole milk,margarine,,,,,,,,,
specialty cheese,beverages,,,,,,,,,
frozen meals,finished products,chocolate,other vegetables,whole milk,packaged fruit/vegetables,napkins,salty snack,,,
chicken,napkins,soda,,,,,,,,
shopping bags,domestic eggs,,,,,,,,,
dental care,soda,,,,,,,,,
soda,processed cheese,,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
rolls/buns,butter,,,,,,,,,
beef,salty snack,whole milk,domestic eggs,fruit/vegetable juice,whipped/sour cream,cat food,,,,
butter,whole milk,,,,,,,,,
coffee,white wine,,,,,,,,,
brown bread,liquor,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
margarine,napkins,,,,,,,,,
dessert,frozen vegetables,,,,,,,,,
pot plants,organic products,,,,,,,,,
chicken,long life bakery product,,,,,,,,,
root vegetables,hygiene articles,domestic eggs,,,,,,,,
whipped/sour cream,pot plants,,,,,,,,,
soda,chocolate,,,,,,,,,
ice cream,soda,,,,,,,,,
bottled beer,canned fish,yogurt,,,,,,,,
citrus fruit,red/blush wine,,,,,,,,,
chocolate,citrus fruit,yogurt,,,,,,,,
yogurt,dog food,,,,,,,,,
bottled beer,UHT-milk,,,,,,,,,
specialty chocolate,butter milk,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
berries,UHT-milk,newspapers,,,,,,,,
ice cream,grapes,,,,,,,,,
pip fruit,napkins,cat food,,,,,,,,
mustard,yogurt,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
hamburger meat,whole milk,root vegetables,hygiene articles,hygiene articles,brown bread,,,,,
onions,soda,,,,,,,,,
packaged fruit/vegetables,root vegetables,sliced cheese,pip fruit,,,,,,,
canned beer,candy,,,,,,,,,
whole milk,specialty chocolate,bottled beer,canned beer,rolls/buns,,,,,,
beef,whole milk,fruit/vegetable juice,hygiene articles,,,,,,,
grapes,chicken,,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
shopping bags,waffles,,,,,,,,,
ham,dessert,,,,,,,,,
whipped/sour cream,red/blush wine,,,,,,,,,
tropical fruit,waffles,,,,,,,,,
whole milk,misc. beverages,,,,,,,,,
whole milk,cleaner,,,,,,,,,
shopping bags,curd,,,,,,,,,
dessert,cake bar,,,,,,,,,
fruit/vegetable juice,soda,,,,,,,,,
specialty bar,misc. beverages,,,,,,,,,
rolls/buns,soda,,,,,,,,,
sausage,domestic eggs,sugar,,,,,,,,
chicken,soda,dishes,,,,,,,,
soda,rice,,,,,,,,,
sausage,dessert,,,,,,,,,
beef,frankfurter,canned beer,pip fruit,brown bread,frozen vegetables,newspapers,misc. beverages,,,
yogurt,pastry,,,,,,,,,
other vegetables,bottled water,mustard,whole milk,root vegetables,pet care,,,,,
rolls/buns,newspapers,specialty fat,domestic eggs,,,,,,,
curd,bottled beer,,,,,,,,,
finished products,UHT-milk,,,,,,,,,
other vegetables,butter milk,,,,,,,,,
soda,cereals,,,,,,,,,
soups,sugar,seasonal products,bottled beer,,,,,,,
yogurt,dog food,semi-finished bread,napkins,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
yogurt,pip fruit,misc. beverages,,,,,,,,
curd,citrus fruit,rolls/buns,other vegetables,dessert,,,,,,
dessert,spread cheese,,,,,,,,,
butter milk,whipped/sour cream,,,,,,,,,
whipped/sour cream,white bread,,,,,,,,,
sugar,whole milk,,,,,,,,,
pudding powder,mustard,,,,,,,,,
whole milk,bottled beer,rolls/buns,domestic eggs,semi-finished bread,fruit/vegetable juice,,,,,
sausage,soda,,,,,,,,,
pork,curd,,,,,,,,,
whole milk,hard cheese,,,,,,,,,
pip fruit,meat,frozen vegetables,bottled water,,,,,,,
chewing gum,UHT-milk,,,,,,,,,
tropical fruit,misc. beverages,,,,,,,,,
chocolate marshmallow,other vegetables,,,,,,,,,
tropical fruit,pork,coffee,canned beer,shopping bags,chocolate,,,,,
sausage,processed cheese,,,,,,,,,
frozen fish,rolls/buns,,,,,,,,,
rolls/buns,yogurt,frozen vegetables,white wine,,,,,,,
sausage,pastry,dish cleaner,,,,,,,,
butter,root vegetables,bottled water,whipped/sour cream,red/blush wine,,,,,,
semi-finished bread,white bread,,,,,,,,,
soda,rolls/buns,,,,,,,,,
hamburger meat,root vegetables,bottled beer,,,,,,,,
bottled beer,bottled water,,,,,,,,,
whole milk,domestic eggs,,,,,,,,,
liquor (appetizer),liquor,,,,,,,,,
ketchup,whole milk,,,,,,,,,
sausage,tropical fruit,sausage,frankfurter,cream cheese ,other vegetables,hard cheese,chocolate,flour,,
root vegetables,whole milk,meat,other vegetables,dog food,bottled water,domestic eggs,,,,
onions,brown bread,domestic eggs,,,,,,,,
soda,liquor (appetizer),,,,,,,,,
bottled water,tropical fruit,,,,,,,,,
pip fruit,bottled water,bottled water,,,,,,,,
other vegetables,rice,specialty fat,,,,,,,,
ham,meat,,,,,,,,,
sausage,beverages,canned beer,whole milk,,,,,,,
curd,salty snack,,,,,,,,,
soda,red/blush wine,,,,,,,,,
beef,butter milk,,,,,,,,,
packaged fruit/vegetables,specialty cheese,margarine,margarine,,,,,,,
white bread,frozen vegetables,soda,,,,,,,,
chicken,whipped/sour cream,,,,,,,,,
bottled beer,frozen vegetables,,,,,,,,,
shopping bags,soda,,,,,,,,,
rolls/buns,sugar,butter,,,,,,,,
citrus fruit,candy,bottled water,rolls/buns,,,,,,,
meat,rolls/buns,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
whole milk,whole milk,,,,,,,,,
canned beer,tropical fruit,,,,,,,,,
beef,coffee,,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
pip fruit,chocolate marshmallow,,,,,,,,,
yogurt,yogurt,cream cheese ,,,,,,,,
onions,oil,,,,,,,,,
hygiene articles,pastry,,,,,,,,,
citrus fruit,citrus fruit,,,,,,,,,
whipped/sour cream,pot plants,,,,,,,,,
brown bread,fruit/vegetable juice,,,,,,,,,
newspapers,yogurt,semi-finished bread,,,,,,,,
sausage,specialty bar,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
curd,tropical fruit,,,,,,,,,
herbs,yogurt,prosecco,,,,,,,,
rolls/buns,instant coffee,,,,,,,,,
meat,whole milk,bottled water,mayonnaise,,,,,,,
frankfurter,Instant food products,,,,,,,,,
domestic eggs,mayonnaise,,,,,,,,,
fish,canned beer,chocolate,,,,,,,,
whole milk,whole milk,,,,,,,,,
ham,whole milk,whole milk,coffee,,,,,,,
sausage,sausage,canned beer,spices,,,,,,,
beverages,shopping bags,,,,,,,,,
white wine,misc. beverages,chewing gum,,,,,,,,
other vegetables,cat food,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
pastry,meat spreads,,,,,,,,,
whole milk,bottled beer,,,,,,,,,
canned beer,turkey,,,,,,,,,
newspapers,domestic eggs,,,,,,,,,
butter,yogurt,,,,,,,,,
baking powder,pickled vegetables,,,,,,,,,
candles,soda,,,,,,,,,
oil,margarine,,,,,,,,,
frozen vegetables,salty snack,,,,,,,,,
onions,newspapers,newspapers,,,,,,,,
root vegetables,other vegetables,frozen vegetables,,,,,,,,
soda,sausage,root vegetables,pork,whole milk,vinegar,other vegetables,domestic eggs,shopping bags,,
sweet spreads,coffee,,,,,,,,,
frankfurter,pip fruit,meat,coffee,other vegetables,shopping bags,brown bread,curd,,,
sugar,spread cheese,,,,,,,,,
salty snack,sugar,,,,,,,,,
butter,soda,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
rolls/buns,herbs,,,,,,,,,
chicken,pickled vegetables,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
liver loaf,onions,,,,,,,,,
citrus fruit,waffles,,,,,,,,,
whole milk,chocolate,,,,,,,,,
frankfurter,canned beer,pastry,yogurt,,,,,,,
butter,soda,,,,,,,,,
pork,beef,canned beer,newspapers,fruit/vegetable juice,,,,,,
canned beer,soda,white bread,,,,,,,,
domestic eggs,whole milk,onions,misc. beverages,,,,,,,
pasta,newspapers,,,,,,,,,
packaged fruit/vegetables,other vegetables,,,,,,,,,
pip fruit,frozen fish,cling film/bags,,,,,,,,
soda,frozen fish,rolls/buns,,,,,,,,
bottled beer,hard cheese,,,,,,,,,
fruit/vegetable juice,dessert,,,,,,,,,
other vegetables,shopping bags,shopping bags,,,,,,,,
pork,yogurt,,,,,,,,,
ham,yogurt,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
soda,pip fruit,coffee,,,,,,,,
frankfurter,frankfurter,ham,beef,baby cosmetics,other vegetables,domestic eggs,artif. sweetener,margarine,,
pork,curd,,,,,,,,,
rolls/buns,semi-finished bread,dessert,yogurt,,,,,,,
other vegetables,pudding powder,,,,,,,,,
newspapers,beverages,beef,chocolate,kitchen towels,,,,,,
rolls/buns,grapes,shopping bags,,,,,,,,
pork,specialty cheese,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
canned beer,whole milk,bottled beer,,,,,,,,
beverages,other vegetables,,,,,,,,,
yogurt,condensed milk,,,,,,,,,
frozen vegetables,whole milk,,,,,,,,,
napkins,white bread,,,,,,,,,
other vegetables,curd,,,,,,,,,
soda,shopping bags,,,,,,,,,
coffee,whole milk,,,,,,,,,
tropical fruit,yogurt,fruit/vegetable juice,,,,,,,,
citrus fruit,frozen meals,,,,,,,,,
bottled water,bottled beer,canned fish,,,,,,,,
pork,yogurt,,,,,,,,,
flower soil/fertilizer,yogurt,specialty chocolate,,,,,,,,
canned beer,newspapers,shopping bags,,,,,,,,
whipped/sour cream,bottled water,,,,,,,,,
butter milk,berries,,,,,,,,,
whole milk,frozen potato products,,,,,,,,,
rolls/buns,pork,,,,,,,,,
pip fruit,pastry,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,
berries,white wine,,,,,,,,,
whole milk,whipped/sour cream,domestic eggs,house keeping products,,,,,,,
waffles,semi-finished bread,,,,,,,,,
root vegetables,liquor,sliced cheese,,,,,,,,
tea,soda,,,,,,,,,
bottled beer,other vegetables,root vegetables,cream cheese ,waffles,rolls/buns,,,,,
beverages,shopping bags,,,,,,,,,
frankfurter,sausage,yogurt,soda,coffee,,,,,,
chewing gum,bottled water,,,,,,,,,
hamburger meat,grapes,candy,,,,,,,,
pot plants,shopping bags,coffee,,,,,,,,
misc. beverages,sausage,root vegetables,liquor (appetizer),coffee,,,,,,
butter,specialty chocolate,frozen meals,,,,,,,,
curd,long life bakery product,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
whole milk,berries,,,,,,,,,
meat,whole milk,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
yogurt,onions,,,,,,,,,
soda,soda,,,,,,,,,
rolls/buns,red/blush wine,,,,,,,,,
processed cheese,rolls/buns,oil,flour,,,,,,,
rolls/buns,cream cheese ,,,,,,,,,
frankfurter,curd,,,,,,,,,
canned beer,margarine,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
butter,sugar,,,,,,,,,
canned beer,root vegetables,pudding powder,processed cheese,,,,,,,
tropical fruit,chewing gum,,,,,,,,,
bottled beer,tropical fruit,newspapers,whole milk,tropical fruit,soft cheese,hard cheese,white wine,,,
tropical fruit,specialty bar,whole milk,,,,,,,,
whole milk,curd,,,,,,,,,
chewing gum,soda,,,,,,,,,
soft cheese,hard cheese,,,,,,,,,
dessert,curd,whole milk,bottled water,,,,,,,
brown bread,soda,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
soft cheese,chewing gum,cling film/bags,,,,,,,,
rolls/buns,bottled beer,,,,,,,,,
other vegetables,whole milk,yogurt,bottled water,,,,,,,
other vegetables,coffee,brown bread,,,,,,,,
sauces,tropical fruit,,,,,,,,,
canned beer,ice cream,,,,,,,,,
misc. beverages,other vegetables,,,,,,,,,
sausage,soda,,,,,,,,,
onions,coffee,,,,,,,,,
other vegetables,rolls/buns,soda,cat food,,,,,,,
salty snack,butter milk,,,,,,,,,
ham,canned beer,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
root vegetables,root vegetables,root vegetables,pastry,,,,,,,
pip fruit,curd,coffee,rolls/buns,,,,,,,
margarine,yogurt,,,,,,,,,
specialty chocolate,yogurt,rolls/buns,misc. beverages,,,,,,,
waffles,cereals,,,,,,,,,
pip fruit,specialty bar,,,,,,,,,
other vegetables,candy,,,,,,,,,
ham,napkins,,,,,,,,,
coffee,tidbits,,,,,,,,,
white bread,newspapers,,,,,,,,,
tropical fruit,canned fish,,,,,,,,,
hamburger meat,yogurt,,,,,,,,,
pork,tropical fruit,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
soda,whole milk,,,,,,,,,
margarine,misc. beverages,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
cream cheese ,pudding powder,,,,,,,,,
sparkling wine,canned beer,,,,,,,,,
root vegetables,processed cheese,,,,,,,,,
frankfurter,specialty chocolate,pip fruit,,,,,,,,
whole milk,soda,,,,,,,,,
beef,white wine,UHT-milk,butter milk,,,,,,,
pork,pickled vegetables,,,,,,,,,
citrus fruit,pastry,,,,,,,,,
bottled water,curd,,,,,,,,,
canned vegetables,chocolate marshmallow,,,,,,,,,
chicken,whole milk,,,,,,,,,
tropical fruit,bottled beer,other vegetables,meat,roll products ,,,,,,
specialty bar,margarine,,,,,,,,,
root vegetables,canned beer,,,,,,,,,
citrus fruit,root vegetables,yogurt,soft cheese,,,,,,,
UHT-milk,cream cheese ,,,,,,,,,
curd,margarine,,,,,,,,,
newspapers,domestic eggs,,,,,,,,,
oil,bottled beer,,,,,,,,,
zwieback,UHT-milk,,,,,,,,,
soda,coffee,,,,,,,,,
cream cheese ,mustard,,,,,,,,,
condensed milk,rolls/buns,,,,,,,,,
cream cheese ,soft cheese,,,,,,,,,
cream cheese ,soda,,,,,,,,,
rolls/buns,tropical fruit,soda,dessert,,,,,,,
pip fruit,pastry,,,,,,,,,
other vegetables,chewing gum,,,,,,,,,
pastry,cereals,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
frankfurter,syrup,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
ham,whipped/sour cream,ketchup,,,,,,,,
root vegetables,hygiene articles,newspapers,,,,,,,,
sausage,beverages,,,,,,,,,
candy,spread cheese,,,,,,,,,
ice cream,root vegetables,,,,,,,,,
white bread,beverages,,,,,,,,,
female sanitary products,dishes,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
sausage,other vegetables,,,,,,,,,
bottled beer,fruit/vegetable juice,,,,,,,,,
onions,UHT-milk,,,,,,,,,
curd,detergent,,,,,,,,,
tropical fruit,cat food,,,,,,,,,
specialty chocolate,soda,bathroom cleaner,,,,,,,,
other vegetables,brown bread,,,,,,,,,
ham,brown bread,,,,,,,,,
other vegetables,organic sausage,cling film/bags,,,,,,,,
beverages,newspapers,newspapers,pastry,,,,,,,
whole milk,whole milk,,,,,,,,,
tropical fruit,liquor,,,,,,,,,
other vegetables,curd,,,,,,,,,
pork,tropical fruit,seasonal products,,,,,,,,
meat,fruit/vegetable juice,,,,,,,,,
ham,other vegetables,,,,,,,,,
sausage,softener,,,,,,,,,
ham,white wine,,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
ice cream,chocolate,seasonal products,,,,,,,,
misc. beverages,tea,,,,,,,,,
grapes,butter,,,,,,,,,
rolls/buns,napkins,,,,,,,,,
salty snack,other vegetables,,,,,,,,,
other vegetables,pot plants,,,,,,,,,
chicken,other vegetables,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
whole milk,shopping bags,yogurt,canned beer,,,,,,,
margarine,root vegetables,,,,,,,,,
pastry,root vegetables,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
onions,waffles,,,,,,,,,
napkins,bottled beer,,,,,,,,,
root vegetables,baking powder,,,,,,,,,
pork,pastry,,,,,,,,,
pork,whole milk,popcorn,,,,,,,,
ketchup,hard cheese,rolls/buns,,,,,,,,
dessert,pastry,,,,,,,,,
brown bread,flour,,,,,,,,,
rum,onions,,,,,,,,,
rolls/buns,frozen vegetables,pot plants,pastry,,,,,,,
frozen meals,butter,newspapers,yogurt,,,,,,,
butter,photo/film,,,,,,,,,
frankfurter,root vegetables,,,,,,,,,
butter,whole milk,,,,,,,,,
fruit/vegetable juice,rolls/buns,,,,,,,,,
frankfurter,sausage,packaged fruit/vegetables,yogurt,bottled beer,shopping bags,,,,,
beef,ice cream,rolls/buns,pip fruit,whole milk,fruit/vegetable juice,UHT-milk,,,,
butter,berries,cereals,,,,,,,,
chicken,domestic eggs,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
bottled beer,whole milk,soda,whole milk,soft cheese,soda,shopping bags,sugar,,,
soda,yogurt,,,,,,,,,
rolls/buns,brown bread,rolls/buns,sliced cheese,,,,,,,
rolls/buns,yogurt,,,,,,,,,
sausage,margarine,margarine,,,,,,,,
sausage,whole milk,semi-finished bread,yogurt,,,,,,,
other vegetables,herbs,,,,,,,,,
soda,newspapers,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
whole milk,butter milk,beverages,,,,,,,,
other vegetables,meat,soda,whipped/sour cream,,,,,,,
whole milk,butter,,,,,,,,,
beef,pastry,curd,,,,,,,,
berries,other vegetables,,,,,,,,,
packaged fruit/vegetables,fish,frozen meals,specialty chocolate,brown bread,,,,,,
brown bread,oil,,,,,,,,,
butter milk,soda,rolls/buns,,,,,,,,
pastry,pasta,,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
whole milk,yogurt,UHT-milk,specialty chocolate,,,,,,,
curd,yogurt,,,,,,,,,
baking powder,bottled water,,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
hamburger meat,whole milk,,,,,,,,,
whole milk,brown bread,,,,,,,,,
whipped/sour cream,chicken,,,,,,,,,
packaged fruit/vegetables,frozen fish,,,,,,,,,
salt,citrus fruit,,,,,,,,,
mustard,whipped/sour cream,,,,,,,,,
hamburger meat,margarine,,,,,,,,,
bottled beer,margarine,,,,,,,,,
spread cheese,yogurt,soda,shopping bags,,,,,,,
pork,domestic eggs,pickled vegetables,,,,,,,,
other vegetables,chewing gum,,,,,,,,,
soda,napkins,,,,,,,,,
tropical fruit,shopping bags,,,,,,,,,
sausage,berries,,,,,,,,,
dessert,soda,,,,,,,,,
butter,rolls/buns,cream cheese ,flour,,,,,,,
pork,cleaner,,,,,,,,,
citrus fruit,sausage,rolls/buns,frozen potato products,,,,,,,
soda,bottled water,,,,,,,,,
soda,specialty bar,,,,,,,,,
bottled beer,canned beer,,,,,,,,,
sausage,beef,,,,,,,,,
citrus fruit,rolls/buns,long life bakery product,,,,,,,,
frankfurter,finished products,canned beer,hamburger meat,packaged fruit/vegetables,whipped/sour cream,curd,sweet spreads,white bread,,
whole milk,rolls/buns,cat food,shopping bags,,,,,,,
frankfurter,coffee,,,,,,,,,
berries,pip fruit,pastry,,,,,,,,
frankfurter,light bulbs,rolls/buns,pasta,,,,,,,
candy,cake bar,,,,,,,,,
instant coffee,newspapers,hard cheese,salty snack,,,,,,,
ice cream,curd,,,,,,,,,
butter,coffee,pastry,bottled beer,,,,,,,
berries,beverages,,,,,,,,,
citrus fruit,onions,,,,,,,,,
waffles,other vegetables,,,,,,,,,
root vegetables,dish cleaner,,,,,,,,,
citrus fruit,beverages,pip fruit,other vegetables,,,,,,,
pork,other vegetables,,,,,,,,,
white bread,photo/film,,,,,,,,,
pip fruit,pet care,bottled water,,,,,,,,
pork,pip fruit,chocolate,,,,,,,,
frankfurter,soda,,,,,,,,,
beef,semi-finished bread,,,,,,,,,
pork,whole milk,beverages,soda,,,,,,,
sausage,hygiene articles,ice cream,,,,,,,,
berries,rolls/buns,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
curd,dessert,,,,,,,,,
mustard,soda,,,,,,,,,
yogurt,canned fish,pasta,,,,,,,,
whole milk,waffles,soft cheese,domestic eggs,dish cleaner,bathroom cleaner,,,,,
brown bread,rolls/buns,citrus fruit,frozen fish,chocolate,,,,,,
beef,other vegetables,,,,,,,,,
hard cheese,margarine,rolls/buns,,,,,,,,
rolls/buns,curd,,,,,,,,,
other vegetables,UHT-milk,,,,,,,,,
fish,pot plants,coffee,,,,,,,,
dessert,domestic eggs,,,,,,,,,
other vegetables,cake bar,,,,,,,,,
whole milk,whole milk,,,,,,,,,
onions,long life bakery product,,,,,,,,,
chicken,fruit/vegetable juice,,,,,,,,,
other vegetables,whole milk,root vegetables,domestic eggs,,,,,,,
